water_level		
577		577,1151151
578		2,110975599
576		2,112032937
577		
577		
580		
580		
577		
577		
579		
579		
574		
580		
580		
580		
580		
581		
578		
579		
579		
577		
580		
580		
577		
579		
578		
577		
577		
578		
578		
577		
579		
579		
576		
578		
580		
578		
578		
573		
578		
580		
578		
577		
579		
578		
579		
579		
580		
579		
579		
578		
580		
579		
577		
578		
580		
579		
577		
578		
579		
579		
577		
579		
577		
577		
574		
577		
578		
577		
577		
576		
579		
578		
577		
579		
577		
577		
577		
578		
579		
578		
579		
579		
577		
577		
577		
580		
577		
577		
561		
566		
577		
577		
579		
579		
578		
577		
581		
577		
577		
577		
579		
577		
577		
577		
580		
581		
574		
577		
579		
578		
576		
578		
578		
576		
577		
579		
576		
577		
579		
578		
577		
576		
577		
579		
579		
577		
577		
580		
577		
576		
577		
578		
577		
574		
577		
578		
578		
576		
577		
577		
577		
578		
579		
578		
577		
578		
578		
578		
576		
577		
580		
577		
577		
578		
578		
580		
577		
577		
579		
577		
577		
577		
578		
578		
576		
576		
579		
577		
580		
580		
578		
577		
580		
580		
577		
578		
576		
579		
577		
577		
577		
578		
576		
576		
577		
577		
577		
574		
579		
579		
576		
577		
579		
578		
576		
577		
578		
576		
577		
577		
576		
577		
573		
577		
577		
576		
577		
577		
580		
577		
576		
578		
577		
577		
576		
577		
577		
577		
577		
577		
577		
574		
577		
577		
576		
576		
577		
577		
577		
571		
577		
577		
577		
577		
578		
578		
578		
577		
577		
577		
577		
576		
578		
577		
578		
576		
578		
577		
577		
577		
580		
577		
577		
581		
580		
578		
579		
578		
580		
579		
577		
578		
579		
578		
580		
579		
579		
577		
577		
580		
577		
576		
576		
577		
577		
577		
577		
577		
577		
576		
577		
578		
561		
561		
578		
580		
577		
577		
577		
577		
577		
578		
576		
577		
577		
577		
579		
577		
576		
577		
579		
577		
577		
577		
576		
577		
576		
578		
577		
578		
577		
577		
576		
577		
576		
576		
577		
576		
577		
579		
577		
577		
574		
580		
572		
572		
577		
578		
574		
576		
577		
578		
576		
578		
576		
576		
576		
576		
578		
576		
574		
576		
577		
576		
573		
574		
577		
577		
576		
576		
577		
574		
574		
577		
577		
577		
574		
576		
578		
574		
574		
577		
576		
574		
574		
577		
576		
574		
577		
577		
576		
576		
577		
577		
576		
572		
577		
577		
576		
576		
577		
576		
576		
576		
574		
578		
576		
576		
577		
574		
576		
577		
578		
577		
576		
577		
580		
578		
574		
577		
577		
576		
576		
577		
577		
576		
576		
577		
577		
577		
577		
580		
577		
577		
576		
577		
573		
573		
576		
578		
577		
576		
577		
580		
576		
577		
577		
574		
576		
579		
576		
577		
577		
576		
577		
577		
577		
577		
578		
577		
576		
577		
578		
576		
577		
577		
577		
577		
574		
577		
579		
577		
576		
578		
579		
577		
577		
579		
579		
579		
578		
580		
579		
577		
579		
580		
579		
577		
578		
579		
577		
577		
577		
578		
577		
576		
577		
566		
562		
577		
579		
578		
577		
577		
577		
573		
576		
576		
577		
577		
577		
577		
579		
579		
577		
579		
576		
576		
577		
576		
577		
576		
576		
577		
577		
576		
576		
579		
576		
577		
576		
578		
577		
576		
576		
578		
577		
572		
577		
577		
576		
576		
577		
577		
576		
577		
577		
577		
576		
576		
577		
577		
576		
577		
578		
577		
576		
577		
577		
577		
577		
576		
579		
578		
576		
579		
579		
577		
579		
578		
579		
577		
577		
578		
579		
577		
577		
581		
578		
577		
579		
579		
578		
574		
577		
579		
577		
576		
578		
579		
577		
577		
578		
577		
577		
577		
579		
578		
577		
578		
579		
578		
578		
577		
578		
577		
573		
576		
576		
577		
576		
577		
577		
576		
577		
577		
577		
578		
578		
579		
580		
579		
578		
579		
580		
578		
577		
580		
580		
579		
578		
579		
577		
577		
579		
579		
578		
577		
579		
578		
580		
578		
578		
581		
579		
577		
580		
578		
576		
577		
578		
577		
577		
577		
578		
577		
577		
580		
578		
577		
577		
579		
577		
577		
576		
574		
577		
579		
576		
577		
577		
577		
576		
580		
577		
576		
577		
580		
577		
574		
577		
578		
577		
577		
577		
578		
577		
577		
578		
579		
577		
561		
562		
579		
577		
578		
577		
572		
577		
577		
577		
577		
576		
576		
579		
580		
574		
577		
578		
576		
577		
577		
577		
577		
577		
576		
577		
573		
576		
577		
577		
578		
576		
578		
578		
576		
577		
578		
576		
571		
579		
